"projectID";"topic";"title"
"746669";"MSCA-IF-2016";"Individual Fellowships"
"832326";"MSCA-IF-2018";"Individual Fellowships"
"701708";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"683076";"ERC-CoG-2015";"ERC Consolidator Grant"
"844854";"MSCA-IF-2018";"Individual Fellowships"
"661338";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"705278";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"750777";"MSCA-IF-2016";"Individual Fellowships"
"794053";"MSCA-IF-2017";"Individual Fellowships"
"724022";"ERC-2016-COG";"ERC Consolidator Grant"
"759370";"ERC-2017-STG";"ERC Starting Grant"
"653706";"INFRAIA-1-2014-2015";"Integrating and opening existing national and regional research infrastructures of European interest"
"798381";"MSCA-IF-2017";"Individual Fellowships"
"794042";"MSCA-IF-2017";"Individual Fellowships"
"657239";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"798050";"MSCA-IF-2017";"Individual Fellowships"
"892859";"MSCA-IF-2019";"Individual Fellowships"
"639813";"ERC-StG-2014";"ERC Starting Grant"
"805031";"ERC-2018-STG";"ERC Starting Grant"
"802823";"ERC-2018-STG";"ERC Starting Grant"
"878129";"EIC-SMEInst-2018-2020";"SME instrument"
"757731";"ERC-2017-STG";"ERC Starting Grant"
"714294";"ERC-2016-STG";"ERC Starting Grant"
"101020788";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"792557";"MSCA-IF-2017";"Individual Fellowships"
"864642";"ERC-2019-COG";"ERC Consolidator Grant"
"699009";"PHC-12-2015-1";"Clinical research for the validation of biomarkers and/or diagnostic medical devices"
"658277";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"697328";"SFS-08-2015-1";"Resource-efficient eco-innovative food production and processing"
"660981";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"844807";"MSCA-IF-2018";"Individual Fellowships"
"663291";"PHC-12-2014-1";"Clinical research for the validation of biomarkers and/or diagnostic medical devices"
"115847";"IMI2-2014-02-04";"Deployment and compliance of vaccination regimens"
"848166";"SC1-BHC-14-2019";"Stratified host-directed approaches to improve prevention, treatment and/or cure of infectious diseases"
"682549";"ERC-CoG-2015";"ERC Consolidator Grant"
"681219";"ERC-CoG-2015";"ERC Consolidator Grant"
"961112";"EIC-SMEInst-2018-2020";"SME instrument"
"689802";"PHC-25-2015";"Advanced ICT systems and services for integrated care"
"728455";"SMEInst-02-2016-2017";"Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs"
"642317";"SC5-06-2014";"Biodiversity and ecosystem services: drivers of change and causalities"
"756482";"ERC-2017-STG";"ERC Starting Grant"
"660411";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"659422";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"673751";"DRS-17-2014-1";"Critical infrastructure protection topic 7: SME instrument topic: “Protection of Urban soft targets and urban critical infrastructures”"
"869226";"LC-CLA-06-2019";"Inter-relations between climate change, biodiversity and ecosystem services"
"853736";"EIC-FTI-2018-2020";"Fast Track to Innovation (FTI)"
"869296";"LC-CLA-06-2019";"Inter-relations between climate change, biodiversity and ecosystem services"
"679651";"ERC-StG-2015";"ERC Starting Grant"
"739558";"INFRADEV-02-2016";"Preparatory Phase and support to early phase of ESFRI projects"
"749537";"MSCA-IF-2016";"Individual Fellowships"
"816081";"EIC-SMEInst-2018-2020";"SME instrument"
"642861";"MSCA-ITN-2014-ETN";"Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)"
"853981";"IMI2-2018-15-06";"Digital endpoints in neurodegenerative and immune-mediated diseases"
"970972";"EIC-FTI-2018-2020";"Fast Track to Innovation (FTI)"
"825677";"SC1-BHC-23-2018";"Novel patient-centred approaches for survivorship, palliation and/or end-of-life care"
"812002";"EIC-SMEInst-2018-2020";"SME instrument"
"895210";"MSCA-IF-2019";"Individual Fellowships"
"892459";"MSCA-IF-2019";"Individual Fellowships"
"740714";"SEC-21-GM-2016-2017";"Pan European Networks of practitioners and other actors in the field of security"
"683740";"PHC-12-2015-1";"Clinical research for the validation of biomarkers and/or diagnostic medical devices"
"827263";"EIC-SMEInst-2018-2020";"SME instrument"
"679417";"ERC-PoC-2015";"ERC Proof of Concept Grant"
"101026909";"MSCA-IF-2020";"Individual Fellowships"
"101021714";"SU-FCT02-2018-2019-2020";"Technologies to enhance the fight against crime and terrorism"
"101021801";"SU-FCT01-2018-2019-2020";"Human factors, and social, societal, and organisational aspects to solve issues in fighting against crime and terrorism"
"965417";"SC1-BHC-06-2020";"Digital diagnostics – developing tools for supporting clinical decisions by integrating various diagnostic data"
"876360";"EIC-SMEInst-2018-2020";"SME instrument"
"886141";"MSCA-IF-2019";"Individual Fellowships"
"669007";"ERC-ADG-2014";"ERC Advanced Grant"
"676564";"INFRADEV-3-2015";"Individual implementation and operation of ESFRI projects"
"800616";"MSCA-IF-2017";"Individual Fellowships"
"772479";"ERC-2017-COG";"ERC Consolidator Grant"
"703875";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"728772";"SMEInst-09-2016-2017";"Stimulating the innovation potential of SMEs for a low carbon and efficient energy system"
"659239";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"760899";"NMBP-20-2017";"High-performance materials for optimizing carbon dioxide capture"
"826051";"LC-SC3-CC-4-2018";"Support to sectorial fora"
"675071";"MSCA-ITN-2015-ETN";"Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)"
"668738";"PHC-02-2015";"Understanding disease: systems medicine"
"818669";"ERC-2018-COG";"ERC Consolidator Grant"
"707758";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"768299";"SMEInst-02-2016-2017";"Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs"
"851318";"ERC-2019-STG";"ERC Starting Grant"
"647901";"ERC-CoG-2014";"ERC Consolidator Grant"
"842402";"MSCA-IF-2018";"Individual Fellowships"
"739651";"INNOSUP-02-2016";"European SME innovation Associate - pilot"
"724177";"ERC-2016-COG";"ERC Consolidator Grant"
"758453";"ERC-2017-STG";"ERC Starting Grant"
"885904";"MSCA-IF-2019";"Individual Fellowships"
"747665";"MSCA-IF-2016";"Individual Fellowships"
"645648";"MSCA-RISE-2014";"Marie Skłodowska-Curie Research and Innovation Staff Exchange (RISE)"
"115985";"IMI2-2015-05-05";"Evolving models of patient engagement and access for earlier identification of Alzheimer’s disease: Phased expansion study"
"834267";"ERC-2018-ADG";"ERC Advanced Grant"
"694996";"ERC-ADG-2015";"ERC Advanced Grant"
"702005";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"101024880";"MSCA-IF-2020";"Individual Fellowships"
"730500";"SC5-03-2016";"Climate services market research"
"655896";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"101029653";"MSCA-IF-2020";"Individual Fellowships"
"695285";"ERC-ADG-2015";"ERC Advanced Grant"
"799477";"MSCA-IF-2017";"Individual Fellowships"
"841094";"MSCA-IF-2018";"Individual Fellowships"
"886376";"JTI-CS2-2019-CFP10-AIR-02-78";"Application of graphene based materials in aeronautical structures for de-icing, lightning strike protection, fire barrier and water absorption prevention purposes"
"720878";"PILOTS-01-2016";"Pilot lines for manufacturing of materials with customized thermal/electrical conductivity properties"
"884711";"ERC-2019-ADG";"ERC Advanced Grant"
"843621";"MSCA-IF-2018";"Individual Fellowships"
"824330";"LC-SC3-ES-5-2018-2020";"TSO – DSO – Consumer: Large-scale demonstrations of innovative grid services through demand response, storage and small-scale (RES) generation"
"101018807";"MSCA-IF-2020";"Individual Fellowships"
"702030";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"691876";"SCC-01-2015";"Smart Cities and Communities solutions integrating energy, transport, ICT sectors through lighthouse (large scale demonstration - first of the kind) projects"
"764850";"MSCA-ITN-2017";"Innovative Training Networks"
"758903";"ERC-2017-STG";"ERC Starting Grant"
"101033686";"LC-SC3-B4E-14-2020";"Enabling next-generation of smart energy services valorising energy efficiency and flexibility at demand-side"
"101019498";"ERC-2020-ADG";"ERC ADVANCED GRANT"
"824115";"INFRAEDI-02-2018";"HPC PPP - Centres of Excellence on HPC"
"101022870";"MSCA-IF-2020";"Individual Fellowships"
"101024579";"MSCA-IF-2020";"Individual Fellowships"
"773317";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"101008099";"MSCA-RISE-2020";"Research and Innovation Staff Exchange"
"101016835";"ICT-40-2020";"Cloud Computing: towards a smart cloud computing continuum"
"775371";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"834256";"MSCA-IF-2018";"Individual Fellowships"
"955990";"MSCA-ITN-2020";"Innovative Training Networks"
"860239";"MSCA-ITN-2019";"Innovative Training Networks"
"842472";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"101016453";"SC1-DTH-04-2020";"International cooperation in smart living environments for ageing people"
"644425";"ICT-32-2014";"Cybersecurity, Trustworthy ICT"
"948922";"ERC-2020-STG";"ERC STARTING GRANTS"
"787011";"DS-07-2017";"Cybersecurity PPP: Addressing Advanced Cyber Security Threats and Threat Actors"
"101030640";"MSCA-IF-2020";"Individual Fellowships"
"703635";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"790083";"SMEInst-13-2016-2017";"Engaging SMEs in security research and development"
"654110";"INFRAIA-1-2014-2015";"Integrating and opening existing national and regional research infrastructures of European interest"
"656244";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"740481";"MSCA-IF-2016";"Individual Fellowships"
"653626";"FCT-05-2014";"Law enforcement capabilities topic 1: Develop novel monitoring systems and miniaturised sensors that improve Law Enforcement Agencies' evidence- gathering abilities"
"653256";"FCT-14-2014";"Ethical/Societal Dimension Topic 2: Enhancing cooperation between law enforcement agencies and citizens - Community policing"
"101033683";"LC-SC3-B4E-3-2020";"Upgrading smartness of existing buildings through innovations for legacy equipment"
"656540";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"707135";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"674422";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"788039";"SwafS-22-2017";"The ethical dimensions of IT technologies: a European perspective focusing on security and human rights aspects"
"809158";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"855734";"EIC-SMEInst-2018-2020";"SME instrument"
"949981";"ERC-2020-STG";"ERC STARTING GRANTS"
"877114";"EIC-SMEInst-2018-2020";"SME instrument"
"862342";"ERC-2019-COG";"ERC Consolidator Grant"
"739086";"SMEInst-03-2016-2017";"Dedicated support to biotechnology SMEs closing the gap from lab to market"
"708310";"MSCA-IF-2015-GF";"Marie Skłodowska-Curie Individual Fellowships (IF-GF)"
"704817";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"733008";"SC1-PM-09-2016";"New therapies for chronic diseases"
"853640";"ERC-2019-STG";"ERC Starting Grant"
"638553";"ERC-StG-2014";"ERC Starting Grant"
"737395";"FETOPEN-02-2016";"FET-Open Coordination and Support Actions"
"747278";"MSCA-IF-2016";"Individual Fellowships"
"714224";"ERC-2016-STG";"ERC Starting Grant"
"670932";"ERC-ADG-2014";"ERC Advanced Grant"
"836384";"MSCA-IF-2018";"Individual Fellowships"
"727560";"SC1-PM-18-2016";"Big Data supporting Public Health policies"
"827883";"EIC-SMEInst-2018-2020";"SME instrument"
"755347";"ERC-PoC-2016";"ERC-Proof of Concept-2016"
"730913";"EINFRA-11-2016";"Support to the next implementation phase of Pan-European High Performance Computing infrastructure and services (PRACE)"
"700542";"DS-05-2015";"Trust eServices"
"810425";"WIDESPREAD-03-2017";"ERA Chairs"
"656442";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"951923";"WIDESPREAD-06-2020";"ERA Chairs"
"858753";"EIC-SMEInst-2018-2020";"SME instrument"
"101022810";"MSCA-IF-2020";"Individual Fellowships"
"671697";"FETHPC-1-2014";"HPC Core Technologies, Programming Environments and Algorithms for Extreme Parallelism and Extreme Data Applications"
"876008";"EIC-SMEInst-2018-2020";"SME instrument"
"719445";"PHC-12-2015";"Clinical research for the validation of biomarkers and/or diagnostic medical devices"
"101021659";"SU-DS03-2019-2020";"Digital Security and privacy for citizens and Small and Medium Enterprises and Micro Enterprises"
"634453";"PHC-06-2014";"Evaluating existing screening and prevention programmes"
"695305";"ERC-ADG-2015";"ERC Advanced Grant"
"741223";"EE-13-2016";"Cost reduction of new Nearly Zero-Energy buildings"
"827805";"EIC-SMEInst-2018-2020";"SME instrument"
"867018";"EIC-SMEInst-2018-2020";"SME instrument"
"702772";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"861917";"SFS-37-2019";"Integrated approaches to food safety controls across the food chain"
"700796";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"726320";"Health";"Health"
"820883";"JTI-CS2-2017-CfP07-ENG-01-23";"Improvement of high speed low pressure turbine performance through reduction of secondary effects"
"779024";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"726940";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"871582";"ICT-31-2018-2019";"EU-US collaboration on NGI"
"659461";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"728910";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"854728";"EIC-SMEInst-2018-2020";"SME instrument"
"115881";"IMI2-2015-03-02";"Assessing Risk and Progression of Prediabetes and Type 2 Diabetes to Enable Disease Modification"
"825183";"ICT-31-2018-2019";"EU-US collaboration on NGI"
"731760";"ICT-21-2016";"Support technology transfer to the creative industries"
"783989";"SMEInst-04-2016-2017";"Engaging SMEs in space research and development"
"751526";"MSCA-IF-2016";"Individual Fellowships"
"101032910";"MSCA-IF-2020";"Individual Fellowships"
"656687";"MSCA-IF-2014-GF";"Marie Skłodowska-Curie Individual Fellowships (IF-GF)"
"781189";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"833105";"EIC-SMEInst-2018-2020";"SME instrument"
"878077";"EIC-SMEInst-2018-2020";"SME instrument"
"741360";"ERC-2016-ADG";"ERC Advanced Grant"
"662284";"NFRP-02-2014";"Tool for the fast and reliable prediction of severe accident progression and anticipation of the source term of a nuclear accident"
"732506";"ICT-14-2016-2017";"Big Data PPP: cross-sectorial and cross-lingual data integration and experimentation"
"726195";"ERC-2016-COG";"ERC Consolidator Grant"
"655703";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"775292";"SMEInst-02-2016-2017";"Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs"
"788361";"SwafS-12-2017";"Webs of Innovation Value Chains and Openings for RRI"
"742635";"ERC-2016-ADG";"ERC Advanced Grant"
"700071";"DS-04-2015";"Information driven Cyber Security Management"
"663879";"PHC-12-2014-1";"Clinical research for the validation of biomarkers and/or diagnostic medical devices"
"817696";"RUR-15-2018-2019-2020";"Thematic networks compiling knowledge ready for practice"
"719912";"PHC-12-2015-1";"Clinical research for the validation of biomarkers and/or diagnostic medical devices"
"780498";"ICT-39-2016-2017";"International partnership building in low and middle income countries"
"674724";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"728239";"SMEInst-05-2016-2017";"Supporting innovative SMEs in the healthcare biotechnology sector"
"759681";"ERC-2017-STG";"ERC Starting Grant"
"837910";"MSCA-IF-2018";"Individual Fellowships"
"649266";"Energy75";"Energy 75 per cent reimbursement"
"101008257";"JTI-CS2-2020-CfP11-LPA-01-91";"Development and validation of a method to predict non-linear aerodynamic characteristics of lifting surfaces with controls"
"819734";"ERC-2018-COG";"ERC Consolidator Grant"
"101018243";"IBA-SC6-Reiter3-2020";"Implementation and analysis of the joint Commission-OECD international survey on STI policies"
"837120";"EIC-SMEInst-2018-2020";"SME instrument"
"763643";"WIDESPREAD-04-2017";"Teaming Phase 1"
"897218";"MSCA-IF-2019";"Individual Fellowships"
"765148";"MSCA-ITN-2017";"Innovative Training Networks"
"674446";"Space-SME-2014-1";"SME Instrument"
"777636";"S2R-OC-IP3-02-2017";"Future stations and accessibility (IP1 and IP3)"
"649031";"ERC-CoG-2014";"ERC Consolidator Grant"
"874866";"SC1-BHC-32-2019";"Towards a next generation influenza vaccine to protect citizens worldwide – an EU-India collaboration"
"753370";"MSCA-IF-2016";"Individual Fellowships"
"732737";"ICT-26-2016";"System abilities, development and pilot installations"
"812772";"MSCA-ITN-2018";"Innovative Training Networks"
"657107";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"101027527";"MSCA-IF-2020";"Individual Fellowships"
"101002927";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"736357";"SMEInst-02-2016-2017";"Accelerating the uptake of nanotechnologies advanced materials or advanced manufacturing and processing technologies by SMEs"
"890883";"MSCA-IF-2019";"Individual Fellowships"
"771201";"ERC-2017-COG";"ERC Consolidator Grant"
"891367";"MSCA-IF-2019";"Individual Fellowships"
"750253";"MSCA-IF-2016";"Individual Fellowships"
"745426";"MSCA-IF-2016";"Individual Fellowships"
"749594";"MSCA-IF-2016";"Individual Fellowships"
"101030215";"MSCA-IF-2020";"Individual Fellowships"
"787100";"SEC-07-FCT-2016-2017";"Human Factor for the Prevention, Investigation, and Mitigation of criminal and terrorist acts"
"784498";"SMEInst-06-2016-2017";"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
"956185";"MSCA-ITN-2020";"Innovative Training Networks"
"101029060";"MSCA-IF-2020";"Individual Fellowships"
"101031398";"MSCA-IF-2020";"Individual Fellowships"
"101026191";"MSCA-IF-2020";"Individual Fellowships"
"680176";"ERC-StG-2015";"ERC Starting Grant"
"652796";"Health";"Health"
"101007579";"MSCA-RISE-2020";"Research and Innovation Staff Exchange"
"101022829";"LC-SC3-RES-36-2020";"International cooperation with Canada on advanced biofuels and bioenergy"
"101026632";"MSCA-IF-2020";"Individual Fellowships"
"835837";"MSCA-IF-2018";"Individual Fellowships"
"771985";"ERC-2017-COG";"ERC Consolidator Grant"
"703490";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"838692";"MSCA-IF-2018";"Individual Fellowships"
"707203";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"772039";"ERC-2017-COG";"ERC Consolidator Grant"
"721062";"PILOTS-02-2016";"Pilot Line Manufacturing of Nanostructured Antimicrobial Surfaces using Advanced Nanosurface Functionalization Technologies"
"708685";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"797230";"MSCA-IF-2017";"Individual Fellowships"
"708651";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"844369";"MSCA-IF-2018";"Individual Fellowships"
"760067";"ERC-2017-STG";"ERC Starting Grant"
"854943";"EIC-SMEInst-2018-2020";"SME instrument"
"858571";"EIC-SMEInst-2018-2020";"SME instrument"
"649594";"YOUNG-5b-2014";"Societal and political engagement of young people and their perspectives on Europe"
"796345";"MSCA-IF-2017";"Individual Fellowships"
"653417";"DS-02-2014";"Access Control"
"784514";"SMEInst-05-2016-2017";"Supporting innovative SMEs in the healthcare biotechnology sector"
"101019645";"SU-DS02-2020";"Intelligent security and privacy management"
"672586";"BIOTEC-5a-2014-1";"SME boosting biotechnology-based industrial processes driving competitiveness and sustainability"
"101003374";"WF-02-2019";"Widening Fellowships"
"659801";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"797399";"MSCA-IF-2017";"Individual Fellowships"
"654404";"INFRASUPP-6-2014";"International cooperation for research infrastructures"
"715268";"ERC-2016-STG";"ERC Starting Grant"
"787829";"SwafS-03-2016-2017";"Support to research organisations to implement gender equality plans"
"833704";"SU-BES02-2018-2019-2020";"Technologies to enhance border and external security"
"711264";"DRS-17-2015";"Critical infrastructure protection topic 7: SME instrument topic: Protection of Urban soft targets and critical infrastructures"
"697700";"ICT-37-2015-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"822641";"EIC-SMEInst-2018-2020";"SME instrument"
"825715";"SC1-HCO-08-2018";"Creation of a European wide sustainable clinical research network for infectious diseases"
"696535";"ICT-37-2015";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"811799";"EIC-SMEInst-2018-2020";"SME instrument"
"643071";"MSCA-ITN-2014-EJD";"Marie Skłodowska-Curie Innovative Training Networks (ITN-EJD)"
"897663";"MSCA-IF-2019";"Individual Fellowships"
"658560";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"716344";"ERC-2016-STG";"ERC Starting Grant"
"836253";"EIC-SMEInst-2018-2020";"SME instrument"
"835577";"MSCA-IF-2018";"Individual Fellowships"
"671174";"ERC-ADG-2014";"ERC Advanced Grant"
"694767";"ERC-ADG-2015";"ERC Advanced Grant"
"758108";"ERC-2017-STG";"ERC Starting Grant"
"661496";"MSCA-IF-2014-GF";"Marie Skłodowska-Curie Individual Fellowships (IF-GF)"
"836279";"EIC-SMEInst-2018-2020";"SME instrument"
"714005";"ERC-2016-STG";"ERC Starting Grant"
"749971";"MSCA-IF-2016";"Individual Fellowships"
"101006717";"LC-SC3-RES-37-2020";"Combined clean biofuel production and phytoremediation solutions from contaminated lands worldwide"
"101006873";"LC-SC3-RES-37-2020";"Combined clean biofuel production and phytoremediation solutions from contaminated lands worldwide"
"656129";"MSCA-IF-2014-GF";"Marie Skłodowska-Curie Individual Fellowships (IF-GF)"
"101006912";"LC-SC3-RES-37-2020";"Combined clean biofuel production and phytoremediation solutions from contaminated lands worldwide"
"824546";"SwafS-09-2018-2019-2020";"Supporting research organisations to implement gender equality plans"
"691503";"FTIPilot-1-2015";"Fast Track to Innovation Pilot"
"788433";"ERC-2017-ADG";"ERC Advanced Grant"
"764553";"MG-2.1-2017";"Innovations for energy efficiency and emission control in waterborne transport"
"645809";"INT-02-2014";"Encouraging the research and innovation cooperation between the Union and selected regional partners – proposals targeting Black Sea, Middle East, Africa"
"648527";"ERC-CoG-2014";"ERC Consolidator Grant"
"848002";"SC1-BHC-01-2019";"Understanding causative mechanisms in co- and multimorbidities combining mental and non-mental disorders"
"101021936";"SU-DS04-2018-2020";"Cybersecurity in the Electrical Power and Energy System (EPES): an armour against cyber and privacy attacks and data breaches"
"715539";"ERC-2016-STG";"ERC Starting Grant"
"850717";"ERC-2019-STG";"ERC Starting Grant"
"646880";"ERC-CoG-2014";"ERC Consolidator Grant"
"708281";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"883758";"ERC-2019-ADG";"ERC Advanced Grant"
"101003389";"WF-02-2019";"Widening Fellowships"
"795465";"MSCA-IF-2017";"Individual Fellowships"
"101001005";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"655609";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"774094";"SCC-1-2016-2017";"Smart Cities and Communities lighthouse projects"
"846018";"MSCA-IF-2018";"Individual Fellowships"
"101002816";"ERC-2020-COG";"ERC CONSOLIDATOR GRANTS"
"670792";"ERC-ADG-2014";"ERC Advanced Grant"
"893142";"MSCA-IF-2019";"Individual Fellowships"
"789632";"MSCA-IF-2017";"Individual Fellowships"
"101007917";"MSCA-RISE-2020";"Research and Innovation Staff Exchange"
"825435";"ERC-2018-PoC";"ERC Proof of Concept Grant"
"800280";"MSCA-IF-2017";"Individual Fellowships"
"951771";"DT-ICT-05-2020";"Big Data Innovation Hubs"
"764717";"LCE-21-2017";"Market uptake of renewable energy technologies"
"762632";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"949252";"ERC-2020-STG";"ERC STARTING GRANTS"
"688194";"ICT-25-2015";"Generic micro- and nano-electronic technologies"
"802424";"ERC-2018-STG";"ERC Starting Grant"
"824414";"LC-SC3-ES-5-2018-2020";"TSO – DSO – Consumer: Large-scale demonstrations of innovative grid services through demand response, storage and small-scale (RES) generation"
"731581";"ICT-14-2016-2017";"Big Data PPP: cross-sectorial and cross-lingual data integration and experimentation"
"777489";"INFRADEV-01-2017";"Design Studies"
"663724";"PHC-12-2014-1";"Clinical research for the validation of biomarkers and/or diagnostic medical devices"
"816303";"DT-SFS-14-2018";"Personalized Nutrition"
"717084";"JTI-CS2-2015-CFP02-LPA-01-05";"Validation of aero-vibro-acoustic model on new aerodynamic configurations."
"826747";"EIC-SMEInst-2018-2020";"SME instrument"
"876017";"EIC-SMEInst-2018-2020";"SME instrument"
"746516";"MSCA-IF-2016";"Individual Fellowships"
"778627";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"692480";"ECSEL-15-2015";"Semicondutor Process, Equipment and Materials"
"878051";"EIC-SMEInst-2018-2020";"SME instrument"
"101022949";"MSCA-IF-2020";"Individual Fellowships"
"711303";"INSO-10-2015";"SME business model innovation"
"892928";"SESAR-ER4-31-2019";"U-space"
"956104";"EuroHPC-03-2019";"Industrial software codes for extreme scale computing environments and applications"
"889451";"MSCA-IF-2019";"Individual Fellowships"
"655817";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"662561";"SFS-08-2014-1";"Resource-efficient eco-innovative food production and processing"
"721532";"MSCA-ITN-2016";"Innovative Training Networks"
"659314";"MSCA-IF-2014-GF";"Marie Skłodowska-Curie Individual Fellowships (IF-GF)"
"656816";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"638030";"ERC-StG-2014";"ERC Starting Grant"
"752277";"MSCA-IF-2016";"Individual Fellowships"
"843265";"MSCA-IF-2018";"Individual Fellowships"
"765104";"MSCA-ITN-2017";"Innovative Training Networks"
"732907";"ICT-18-2016";"Big data PPP: privacy-preserving big data technologies"
"655698";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"746087";"MSCA-IF-2016";"Individual Fellowships"
"704763";"MSCA-IF-2015-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"750035";"MSCA-IF-2016";"Individual Fellowships"
"101021377";"SU-DS03-2019-2020";"Digital Security and privacy for citizens and Small and Medium Enterprises and Micro Enterprises"
"737645";"JTI-CS2-2016-CFP03-LPA-03-07";"Secured and performant wireless connection based on light (LiFi) for EFB, headset and other pilot connected devices"
"785921";"LCE-16-2017";"2nd Generation of design tools for ocean energy devices and arrays development and deployment"
"862731";"SFS-01-2018-2019-2020";"Biodiversity in action: across farmland and the value chain"
"767383";"SMEInst-13-2016-2017";"Engaging SMEs in security research and development"
"655016";"MSCA-IF-2014-EF";"Marie Skłodowska-Curie Individual Fellowships (IF-EF)"
"101017011";"ICT-52-2020";"5G PPP – Smart Connectivity beyond 5G"
"826304";"SC1-DTH-03-2018";"Adaptive smart working and living environments supporting active and healthy ageing"
"101021727";"SU-DS02-2020";"Intelligent security and privacy management"
"744058";"SMEInst-09-2016-2017";"Stimulating the innovation potential of SMEs for a low carbon and efficient energy system"
